review,rating,date,bank,source,sentiment_label,sentiment_score,cleaned_review,identified_theme
"the app is fine, but why does it take so long for checks that are deposited to be posted. I deposited check on Saturday and it tells me it will be posted next business day but next next business day and doesn't show, what gives?",4,2025-06-02 10:32:17,Bank of America,Google Play Store,NEGATIVE,0.9962006211280824,app fine long check deposit post deposit check saturday tell post business day business day give,Other
my app won't download,1,2025-06-02 10:21:06,Bank of America,Google Play Store,NEGATIVE,0.9971233010292052,app will download,Other
awsome,5,2025-06-02 10:16:45,Bank of America,Google Play Store,NEGATIVE,0.9940698146820068,awsome,Other
excellent services,5,2025-06-02 09:47:18,Bank of America,Google Play Store,POSITIVE,0.9998639822006226,excellent service,Other
Very clear and easy to navigate,5,2025-06-02 09:35:32,Bank of America,Google Play Store,POSITIVE,0.9998675584793092,clear easy navigate,Other
Been using BofA App since day 1. it is very user friendly and BofA does a great job with regards to adding new features and updates.,5,2025-06-02 09:21:20,Bank of America,Google Play Store,POSITIVE,0.9994961023330688,bofa app day user friendly bofa great job regard add new feature update,Other
Awesome. Easy to use,5,2025-06-02 09:15:40,Bank of America,Google Play Store,POSITIVE,0.9998668432235718,awesome easy use,Other
Exceptional I love bank of america online.,5,2025-06-02 09:12:37,Bank of America,Google Play Store,POSITIVE,0.999861478805542,exceptional love bank america online,Other
"After making payment on credit card, takes forever to get email receipt of payment.",3,2025-06-02 09:06:06,Bank of America,Google Play Store,NEGATIVE,0.991712212562561,make payment credit card take forever email receipt payment,Transaction Performance
This app is very convenient for handling debit card and bank accounts. You can lock card and Zelle money to contacts and friends.,5,2025-06-02 09:02:56,Bank of America,Google Play Store,POSITIVE,0.8450567722320557,app convenient handle debit card bank account lock card zelle money contact friend,Other
good,5,2025-06-02 08:29:34,Bank of America,Google Play Store,POSITIVE,0.999816119670868,good,Other
love the ease and convenience,5,2025-06-02 08:20:33,Bank of America,Google Play Store,POSITIVE,0.9998792409896852,love ease convenience,Other
Very good.,5,2025-06-02 08:16:14,Bank of America,Google Play Store,POSITIVE,0.9998475313186646,good,Other
great 👍,5,2025-06-02 08:16:06,Bank of America,Google Play Store,POSITIVE,0.9997692704200744,great,Other
Very good overall,5,2025-06-02 07:58:44,Bank of America,Google Play Store,POSITIVE,0.9998546838760376,good overall,Other
easy,4,2025-06-02 07:57:38,Bank of America,Google Play Store,POSITIVE,0.9972309470176696,easy,Other
Great banking,5,2025-06-02 07:53:47,Bank of America,Google Play Store,POSITIVE,0.9998075366020204,great banking,Other
excellent,5,2025-06-02 07:52:24,Bank of America,Google Play Store,POSITIVE,0.9998434782028198,excellent,Other
So far i still give it five stars and i'm still pleased with this app.👍🏽👍🏽,5,2025-06-02 07:49:42,Bank of America,Google Play Store,POSITIVE,0.9998440742492676,far star pleased,Other
very fast and accurate.,5,2025-06-02 07:42:47,Bank of America,Google Play Store,POSITIVE,0.9998447895050048,fast accurate,Other
#AWESOMESAUCE. 😁,5,2025-06-02 07:35:01,Bank of America,Google Play Store,POSITIVE,0.999273121356964,awesomesauce,Other
I like the app. very easy to use & operate. I give you 5 stars for most excellent app.,5,2025-06-02 07:10:34,Bank of America,Google Play Store,POSITIVE,0.99981290102005,like app easy use operate star excellent app,Other
"l have received money from zelle already, and it works.",5,2025-06-02 07:05:51,Bank of America,Google Play Store,POSITIVE,0.9995278120040894,l receive money zelle work,Other
great,5,2025-06-02 07:03:33,Bank of America,Google Play Store,POSITIVE,0.9998630285263062,great,Other
"5/26/25 ~ Edit to add: This app is no longer compatible with my phone and I can't update my OS. I'm not going to get a new phone just to update the app. When I email the developer as instructed, I get an auto message telling me to contact the bank. Unlike the ATM, there is no cash value when using the mobile deposit feature until the following day. Unlike other institutions.",2,2025-06-02 07:00:14,Bank of America,Google Play Store,NEGATIVE,0.9991870522499084,edit add app long compatible phone update os go new phone update app email developer instruct auto message tell contact bank unlike atm cash value mobile deposit feature following day unlike institution,Other
great experience. thank you.,5,2025-06-02 06:48:36,Bank of America,Google Play Store,POSITIVE,0.9998774528503418,great experience thank,Other
very good,5,2025-06-02 06:40:10,Bank of America,Google Play Store,POSITIVE,0.9998520612716676,good,Other
App is very easy to use,5,2025-06-02 06:37:14,Bank of America,Google Play Store,POSITIVE,0.9978718757629396,app easy use,Other
great,5,2025-06-02 06:32:55,Bank of America,Google Play Store,POSITIVE,0.9998630285263062,great,Other
it will not let me update,1,2025-06-02 06:14:56,Bank of America,Google Play Store,NEGATIVE,0.9897493720054626,let update,Other
very satisfied with the app.,5,2025-06-02 06:13:15,Bank of America,Google Play Store,POSITIVE,0.9995796084403992,satisfied app,Other
no option to see password entered,2,2025-06-02 06:12:44,Bank of America,Google Play Store,NEGATIVE,0.999215602874756,option password enter,Account Access
Efficient and easy,5,2025-06-02 06:09:07,Bank of America,Google Play Store,POSITIVE,0.999863862991333,efficient easy,Other
easy to use,5,2025-06-02 05:56:11,Bank of America,Google Play Store,POSITIVE,0.9988542795181274,easy use,Other
very easy to navigate and very helpful.,5,2025-06-02 05:54:49,Bank of America,Google Play Store,POSITIVE,0.9998098015785216,easy navigate helpful,Other
"The app is great! I still love it the same as 2022. It is easy to use and it keeps me on track. This app is still keeping me on track in June 2025. It is easy to use, and I look at it more than once a day.",5,2025-06-02 05:53:36,Bank of America,Google Play Store,POSITIVE,0.9997679591178894,app great love easy use keep track app keep track june easy use look day,Other
So far have been so good...and I see no reason to change my review...,4,2025-06-02 05:51:27,Bank of America,Google Play Store,NEGATIVE,0.9989011287689208,far good reason change review,Other
very good for me amazing I am very greafull with banking America,5,2025-06-02 05:27:57,Bank of America,Google Play Store,POSITIVE,0.9998559951782228,good amazing greafull banking america,Other
it's great!,4,2025-06-02 05:11:36,Bank of America,Google Play Store,POSITIVE,0.9998668432235718,great,Other
it's clear and easy to use.,5,2025-06-02 05:09:31,Bank of America,Google Play Store,POSITIVE,0.9998319149017334,clear easy use,Other
easy,5,2025-06-02 04:54:00,Bank of America,Google Play Store,POSITIVE,0.9972309470176696,easy,Other
slow website,4,2025-06-02 04:20:08,Bank of America,Google Play Store,NEGATIVE,0.9996291399002076,slow website,Performance
"They finally fixed the issue where viewing certain check copies would suddenly log people out of the app. But hey, B of A, ENOUGH WITH THE CONSTANT ADS EVERY TIME I LOG OUT OF THE APP. Once or twice a month is tolerable but now it's EVERY time I log out. QUIT IT!!",3,2025-06-02 03:46:07,Bank of America,Google Play Store,NEGATIVE,0.9996837377548218,finally fix issue view certain check copy suddenly log people app hey b constant ad time log app twice month tolerable time log quit,User Experience
fast to respond to customers complains,4,2025-06-02 03:40:53,Bank of America,Google Play Store,NEGATIVE,0.9923357367515564,fast respond customer complain,Other
good,5,2025-06-02 03:36:35,Bank of America,Google Play Store,POSITIVE,0.999816119670868,good,Other
Just wonderful app is easy to use and very helpful,5,2025-06-02 03:24:47,Bank of America,Google Play Store,POSITIVE,0.999870538711548,wonderful app easy use helpful,Other
it works.,5,2025-06-02 03:18:20,Bank of America,Google Play Store,POSITIVE,0.999855637550354,work,Other
good,4,2025-06-02 03:07:36,Bank of America,Google Play Store,POSITIVE,0.999816119670868,good,Other
Good,4,2025-06-02 03:02:22,Bank of America,Google Play Store,POSITIVE,0.999816119670868,good,Other
This app don't like to open and it freezes when you are trying to log in.,5,2025-06-02 02:57:45,Bank of America,Google Play Store,NEGATIVE,0.9964141845703124,app like open freeze try log,Reliability
easy,5,2025-06-02 02:50:22,Bank of America,Google Play Store,POSITIVE,0.9972309470176696,easy,Other
Smooth and easy to use the app.,5,2025-06-02 02:11:48,Bank of America,Google Play Store,POSITIVE,0.9996743202209472,smooth easy use app,Other
nice needs improvement but works,5,2025-06-02 00:27:11,Bank of America,Google Play Store,POSITIVE,0.998286783695221,nice need improvement work,Other
great,5,2025-06-01 23:53:54,Bank of America,Google Play Store,POSITIVE,0.9998630285263062,great,Other
great,5,2025-06-01 23:06:45,Bank of America,Google Play Store,POSITIVE,0.9998630285263062,great,Other
A+,5,2025-06-01 22:26:35,Bank of America,Google Play Store,POSITIVE,0.999232053756714,,Other
"Can't scan a check on a flagship phone. Pixel 9 Pro. Lens just cleaned, too. ""Can't read the numbers on the bottom of the check."" I can read them off the photo the app took just fine. BofA devs, have you ever heard of integration testing? It's great, look into it.",1,2025-06-01 22:20:27,Bank of America,Google Play Store,NEGATIVE,0.814422607421875,scan check flagship phone pixel pro lens clean read number check read photo app take fine bofa devs hear integration testing great look,Performance
it's ok,4,2025-06-01 21:00:31,Bank of America,Google Play Store,POSITIVE,0.9998351335525512,ok,Other
Bank America doing an excellent job i am satisfied about it no complaints thanks so much,5,2025-06-01 20:32:40,Bank of America,Google Play Store,POSITIVE,0.9992635846138,bank america excellent job satisfied complaint thank,Other
does not work...,1,2025-06-01 20:30:49,Bank of America,Google Play Store,NEGATIVE,0.9997633099555968,work,Other
I love using the app,5,2025-06-01 19:04:56,Bank of America,Google Play Store,POSITIVE,0.9995669722557068,love app,Other
I love the mobile banking. it is easy to use.,4,2025-06-01 18:50:41,Bank of America,Google Play Store,POSITIVE,0.999431312084198,love mobile banking easy use,Other
good,5,2025-06-01 18:47:38,Bank of America,Google Play Store,POSITIVE,0.999816119670868,good,Other
great,5,2025-06-01 18:03:26,Bank of America,Google Play Store,POSITIVE,0.9998630285263062,great,Other
"thanks, the update is fairly easy once I started navigating it.",4,2025-06-01 17:41:15,Bank of America,Google Play Store,POSITIVE,0.9980877041816713,thank update fairly easy start navigate,Other
Best Banking App period 👌 💯,5,2025-06-01 17:26:29,Bank of America,Google Play Store,POSITIVE,0.9990761280059814,good banking app period,Other
great it's a quick App and convenient,5,2025-06-01 17:11:33,Bank of America,Google Play Store,POSITIVE,0.999721348285675,great quick app convenient,User Experience
Works like we should expect it to.,5,2025-06-01 16:59:51,Bank of America,Google Play Store,POSITIVE,0.9946033358573914,work like expect,Other
EXCELLENT APP!!,5,2025-06-01 16:30:41,Bank of America,Google Play Store,POSITIVE,0.9998562335968018,excellent app,Other
very good,5,2025-06-01 15:38:50,Bank of America,Google Play Store,POSITIVE,0.9998520612716676,good,Other
